"Date Sampled","Address","1st Draw","2-3 Minute","5 Minute","numAddr","geometry"
"9/28/2021","20XX W CERMAK RD","<1.0","<1.0","<1.0","2000 W CERMAK RD",c(-77.5194222833331, 40.112149450312)
"4/1/2017","20XX W CHASE AVE","2.1","2.4","< 1","2000 W CHASE AVE",c(-77.5194217046014, 40.1121494554034)
"1/18/2019","20XX W Chase Ave","3.7","16","2.3","2000 W Chase Ave",c(-77.5194217046014, 40.1121494554034)
"5/1/2019","20XX W CHASE AVE","4.7","5.2","2.9","2000 W CHASE AVE",c(-77.5194217046014, 40.1121494554034)
"11/10/2019","20XX W CHASE AVE","2","5.9","1.5","2000 W CHASE AVE",c(-77.5194217046014, 40.1121494554034)
"3/11/2020","20XX W CHASE AVE","4.5","9.7","2.9","2000 W CHASE AVE",c(-77.5194217046014, 40.1121494554034)
"5/24/2021","20XX W CHASE AVE","3","13","2.1","2000 W CHASE AVE",c(-77.5194217046014, 40.1121494554034)
"7/13/2021","20XX W Chase Ave","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W Chase Ave",c(-77.5194217046014, 40.1121494554034)
"9/2/2021","20XX W CHASE AVE","<1.0","<1.0","<1.0","2000 W CHASE AVE",c(-77.5194217046014, 40.1121494554034)
"9/14/2016","20XX W CHURCHILL ST","< 1","< 1","< 1","2000 W CHURCHILL ST",c(-77.5194220596548, 40.1121494510596)
"11/15/2019","20XX W CHURCHILL ST","< 1","< 1","< 1","2000 W CHURCHILL ST",c(-77.5194220596548, 40.1121494510596)
"11/30/2019","20XX W CHURCHILL ST","< 1","< 1","< 1","2000 W CHURCHILL ST",c(-77.5194220596548, 40.1121494510596)
"7/19/2021","20XX W CHURCHILL ST","1.8","6.4","1.8","2000 W CHURCHILL ST",c(-77.5194220596548, 40.1121494510596)
"7/19/2021","20XX W CHURCHILL ST","1.8","6.4","1.8","2000 W CHURCHILL ST",c(-77.5194220596548, 40.1121494510596)
"11/6/2021","20XX W CHURCHILL ST","<1.0","<1.0","<1.0","2000 W CHURCHILL ST",c(-77.5194220596548, 40.1121494510596)
"2/19/2020","20XX W CONCORD PL","< 1","< 1","< 1","2000 W CONCORD PL",c(-77.5194220709404, 40.1121494523788)
"6/13/2018","20XX W CORTEZ ST","2","2.5","1.9","2000 W CORTEZ ST",c(-77.5194221106163, 40.1121494504949)
"6/20/2018","20XX W CORTEZ ST","1.5","< 1","< 1","2000 W CORTEZ ST",c(-77.5194221106163, 40.1121494504949)
"7/27/2018","20XX W CORTEZ ST","1.4","2.1","1.9","2000 W CORTEZ ST",c(-77.5194221106163, 40.1121494504949)
"1/3/2022","20XX W CORTEZ ST","<0.5","<0.5","<0.5","2000 W CORTEZ ST",c(-77.5194221106163, 40.1121494504949)
"12/6/2016","20XX W CORTLAND ST","1.1","1.5","3","2000 W CORTLAND ST",c(-77.5194220542536, 40.1121494525861)
"2/7/2022","20XX W CORTLAND ST","1","<0.5","<0.5","2000 W CORTLAND ST",c(-77.5194220542536, 40.1121494525861)
"7/1/2018","20XX W COULTER ST","< 1","< 1","< 1","2000 W COULTER ST",c(-77.5194222929976, 40.1121494500517)
"3/17/2019","20XX W COULTER ST","3.8","2.3","1.6","2000 W COULTER ST",c(-77.5194222929976, 40.1121494500517)
"7/12/2018","20XX W CRYSTAL ST","< 1","< 1","< 1","2000 W CRYSTAL ST",c(-77.5194220975758, 40.1121494520786)
"8/1/2018","20XX W CRYSTAL ST","< 1","< 1","< 1","2000 W CRYSTAL ST",c(-77.5194220975758, 40.1121494520786)
"1/31/2019","20XX W CRYSTAL ST","12","3.6","3.3","2000 W CRYSTAL ST",c(-77.5194220975758, 40.1121494520786)
"3/29/2019","20XX W CRYSTAL ST","3.2","5.6","1","2000 W CRYSTAL ST",c(-77.5194220975758, 40.1121494520786)
"3/28/2019","20XX W CULLERTON","16","10","2.5","2000 W CULLERTON",c(-77.5195843716727, 40.1123852974786)
"9/3/2019","20XX W CULLERTON","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W CULLERTON",c(-77.5195843716727, 40.1123852974786)
"6/9/2016","20XX W CULLERTON ST","14","8.2","5.7","2000 W CULLERTON ST",c(-77.5194222734984, 40.1121494503958)
"2/9/2016","20XX W CULLOM AVE","<1","<1","<1","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"5/11/2016","20XX W CULLOM AVE","<1","<1","<1","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"6/12/2016","20XX W CULLOM AVE","2.7","4.3","1.9","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"5/4/2018","20XX W CULLOM AVE","1.5","1.3","< 1","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"7/14/2018","20XX W CULLOM AVE","2.6","1.8","1.4","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"1/20/2019","20XX W CULLOM AVE","6.2","9.8","3.7","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"3/31/2019","20XX W CULLOM AVE","6","7.3","3.2","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"7/10/2019","20XX W CULLOM AVE","2.2","2.4","2.1","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"7/15/2019","20XX W CULLOM AVE","4.7","6.4","3.4","2000 W CULLOM AVE",c(-77.519421899064, 40.1121494537142)
"9/4/2018","20XX W CUYLER","4.1","6.5","14","2000 W CUYLER",c(-77.5195843716727, 40.1123852974786)
"12/18/2018","20XX W CUYLER","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W CUYLER",c(-77.5195843716727, 40.1123852974786)
"11/30/2017","20XX W CUYLER AVE","2.1","1.1","1","2000 W CUYLER AVE",c(-77.5194219157555, 40.1121494505399)
"9/4/2018","20XX W CUYLER AVE","4.1","6.5","14","2000 W CUYLER AVE",c(-77.5194219157555, 40.1121494505399)
"5/23/2019","20XX W DICKENS AVE","2","1.2","1.1","2000 W DICKENS AVE",c(-77.5194220433364, 40.1121494512639)
"7/4/2017","20XX W EASTWOOD AVE","1.4","< 1","< 1","2000 W EASTWOOD AVE",c(-77.5194218762507, 40.1121494538991)
"9/11/2019","20XX W EASTWOOD AVE","< 1","2.3","1.4","2000 W EASTWOOD AVE",c(-77.5194218762507, 40.1121494538991)
"12/2/2019","20XX W EASTWOOD AVE","2.4","1.5","1.3","2000 W EASTWOOD AVE",c(-77.5194218762507, 40.1121494538991)
"5/12/2019","20XX W ERIE ST","< 1","< 1","< 1","2000 W ERIE ST",c(-77.5194221361059, 40.112149451727)
"8/14/2019","20XX W ERIE ST","3.1","5.4","3.7","2000 W ERIE ST",c(-77.5194221361059, 40.112149451727)
"11/17/2019","20XX W ERIE ST","< 1","< 1","< 1","2000 W ERIE ST",c(-77.5194221361059, 40.112149451727)
"6/21/2021","20XX W ERIE ST","1.5","3.2","3.5","2000 W ERIE ST",c(-77.5194221361059, 40.112149451727)
"9/1/2021","20XX W ERIE ST","<1.0","1","1.2","2000 W ERIE ST",c(-77.5194221361059, 40.112149451727)
"5/21/2019","20XX W ESTES AVE","< 1","< 1","< 1","2000 W ESTES AVE",c(-77.5194217142731, 40.1121494558301)
"10/15/2020","20XX W ESTES AVE","< 1","1","< 1","2000 W ESTES AVE",c(-77.5194217142731, 40.1121494558301)
"4/1/2021","20XX W ESTES AVE","3.9","2.5","3.4","2000 W ESTES AVE",c(-77.5194217142731, 40.1121494558301)
"10/4/2021","20XX W Estes Ave","1.8","6.4","1.8","2000 W Estes Ave",c(-77.5194217142731, 40.1121494558301)
"1/31/2017","20XX W EVERGREEN AVE","7.5","13","15","2000 W EVERGREEN AVE",c(-77.5194220908135, 40.1121494518698)
"2/28/2017","20XX W EVERGREEN AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W EVERGREEN AVE",c(-77.5194220908135, 40.1121494518698)
"6/2/2018","20XX W EVERGREEN AVE","< 1","< 1","< 1","2000 W EVERGREEN AVE",c(-77.5194220908135, 40.1121494518698)
"6/10/2018","20XX W EVERGREEN AVE","< 1","< 1","< 1","2000 W EVERGREEN AVE",c(-77.5194220908135, 40.1121494518698)
"6/21/2018","20XX W EVERGREEN AVE","< 1","< 1","< 1","2000 W EVERGREEN AVE",c(-77.5194220908135, 40.1121494518698)
"2/14/2022","20XX W EVERGREEN AVE","13","11","5.9","2000 W EVERGREEN AVE",c(-77.5194220908135, 40.1121494518698)
"7/5/2018","20XX W FARRAGUT AVE","< 1","< 1","< 1","2000 W FARRAGUT AVE",c(-77.5194218371513, 40.1121494542214)
"7/8/2018","20XX W FARRAGUT AVE","< 1","< 1","< 1","2000 W FARRAGUT AVE",c(-77.5194218371513, 40.1121494542214)
"7/9/2018","20XX W FARRAGUT AVE","2","1.1","< 1","2000 W FARRAGUT AVE",c(-77.5194218371513, 40.1121494542214)
"4/10/2021","20XX W FARRAGUT AVE","< 1","< 1","< 1","2000 W FARRAGUT AVE",c(-77.5194218371513, 40.1121494542214)
"5/12/2021","20XX W FARRAGUT AVE","1.1","< 1","1.6","2000 W FARRAGUT AVE",c(-77.5194218371513, 40.1121494542214)
"11/8/2021","20XX W FARRAGUT AVE","<1.0","<1.0","<1.0","2000 W FARRAGUT AVE",c(-77.5194218371513, 40.1121494542214)
"8/16/2018","20XX W FARRAGUT ST","< 1","< 1","< 1","2000 W FARRAGUT ST",c(-77.5195843716727, 40.1123852974786)
"6/16/2019","20XX W FARWELL AVE","3.3","7.7","1.5","2000 W FARWELL AVE",c(-77.5194217313656, 40.1121494529398)
"9/11/2019","20XX W FARWELL AVE","4.3","6.4","5.3","2000 W FARWELL AVE",c(-77.5194217313656, 40.1121494529398)
"9/16/2021","20XX W FARWELL AVE","4","13","6.6","2000 W FARWELL AVE",c(-77.5194217313656, 40.1121494529398)
"10/27/2018","20XX W FLETCHER ST","< 1","< 1","< 1","2000 W FLETCHER ST",c(-77.5194219740512, 40.112149453026)
"12/9/2018","20XX W FLETCHER ST","4.5","3.3","1.6","2000 W FLETCHER ST",c(-77.5194219740512, 40.112149453026)
"7/23/2019","20XX W FLETCHER ST","5.6","3.9","2.1","2000 W FLETCHER ST",c(-77.5194219740512, 40.112149453026)
"8/22/2019","20XX W FLETCHER ST","3.2","4.2","3.3","2000 W FLETCHER ST",c(-77.5194219740512, 40.112149453026)
"8/24/2019","20XX W FLETCHER ST","1.1","1.4","1.3","2000 W FLETCHER ST",c(-77.5194219740512, 40.112149453026)
"11/5/2016","20XX W GARFIELD BLVD","< 1","< 1","< 1","2000 W GARFIELD BLVD",c(-77.5194224916615, 40.1121494481124)
"4/24/2018","20XX W GIDDINGS ST","7.5","3.9","2.7","2000 W GIDDINGS ST",c(-77.5194218697173, 40.1121494539607)
"8/19/2018","20XX W GIDDINGS ST","< 1","< 1","< 1","2000 W GIDDINGS ST",c(-77.5194218697173, 40.1121494539607)
"10/14/2021","20XX W GIDDINGS ST","1.3","2","1.9","2000 W GIDDINGS ST",c(-77.5194218697173, 40.1121494539607)
"9/26/2018","20XX W GREENLEAF AVE","< 1","< 1","< 1","2000 W GREENLEAF AVE",c(-77.5194217186155, 40.1121494558087)
"5/26/2019","20XX W GREENLEAF AVE","< 1","< 1","< 1","2000 W GREENLEAF AVE",c(-77.5194217186155, 40.1121494558087)
"11/5/2019","20XX W GREENLEAF AVE","3","1.7","1.2","2000 W GREENLEAF AVE",c(-77.5194217186155, 40.1121494558087)
"7/28/2020","20XX W GREENLEAF AVE","3.3","2.3","2","2000 W GREENLEAF AVE",c(-77.5194217186155, 40.1121494558087)
"9/7/2021","20XX W GREENLEAF AVE","1.2","2.4","1.4","2000 W GREENLEAF AVE",c(-77.5194217186155, 40.1121494558087)
"5/22/2018","20XX W HADDON AVE","6.4","3.1","2.7","2000 W HADDON AVE",c(-77.5194221042456, 40.1121494520238)
"4/12/2019","20XX W HADDON AVE","2.1","5.4","1.6","2000 W HADDON AVE",c(-77.5194221042456, 40.1121494520238)
"7/8/2020","20XX W HADDON AVE","2.8","3.6","4.3","2000 W HADDON AVE",c(-77.5194221042456, 40.1121494520238)
"10/12/2021","20XX W HADDON AVE","7.5","12","4.5","2000 W HADDON AVE",c(-77.5194221042456, 40.1121494520238)
"10/27/2021","20XX W HADDON AVE","4.9","8.9","3.6","2000 W HADDON AVE",c(-77.5194221042456, 40.1121494520238)
"8/7/2018","20XX W HOMER ST","< 1","< 1","< 1","2000 W HOMER ST",c(-77.5194220515621, 40.1121494526362)
"10/21/2018","20XX W HOMER ST","2.8","1.4","1.6","2000 W HOMER ST",c(-77.5194220515621, 40.1121494526362)
"2/8/2020","20XX W HOMER ST","4.6","2.2","1.3","2000 W HOMER ST",c(-77.5194220515621, 40.1121494526362)
"10/23/2020","20XX W HOMER ST","< 1","< 1","< 1","2000 W HOMER ST",c(-77.5194220515621, 40.1121494526362)
"12/31/2019","20XX W HOOD AVE","< 1","< 1","< 1","2000 W HOOD AVE",c(-77.519421779305, 40.1121494513478)
"9/22/2019","20XX W HURON ST","< 1","< 1","< 1","2000 W HURON ST",c(-77.519422132992, 40.1121494517721)
"12/9/2019","20XX W HURON ST","3.4","11","3.7","2000 W HURON ST",c(-77.519422132992, 40.1121494517721)
"8/18/2021","20XX W HURON ST","<1.0","<1.0","<1.0","2000 W HURON ST",c(-77.519422132992, 40.1121494517721)
"1/17/2019","20XX W HUTCHINSON ST","6.3","3","2.2","2000 W HUTCHINSON ST",c(-77.5194219023331, 40.1121494536957)
"2/6/2019","20XX W HUTCHINSON ST","1.3","< 1","< 1","2000 W HUTCHINSON ST",c(-77.5194219023331, 40.1121494536957)
"3/27/2019","20XX W HUTCHINSON ST","12","9.6","2.9","2000 W HUTCHINSON ST",c(-77.5194219023331, 40.1121494536957)
"7/18/2019","20XX W HUTCHINSON ST","3.4","5.2","3.2","2000 W HUTCHINSON ST",c(-77.5194219023331, 40.1121494536957)
"1/12/2020","20XX W HUTCHINSON ST","4.7","6.4","1.6","2000 W HUTCHINSON ST",c(-77.5194219023331, 40.1121494536957)
"11/7/2020","20XX W HUTCHINSON ST","< 1","2.9","< 1","2000 W HUTCHINSON ST",c(-77.5194219023331, 40.1121494536957)
"10/27/2018","20XX W IOWA ST","1.3","< 1","< 1","2000 W IOWA ST",c(-77.5194221203788, 40.1121494503996)
"3/29/2019","20XX W IOWA ST","1.3","< 1","< 1","2000 W IOWA ST",c(-77.5194221203788, 40.1121494503996)
"10/17/2020","20XX W IOWA ST","< 1","1.7","1.1","2000 W IOWA ST",c(-77.5194221203788, 40.1121494503996)
"7/15/2021","20XX W IOWA ST","<1.0","<1.0","<1.0","2000 W IOWA ST",c(-77.5194221203788, 40.1121494503996)
"7/15/2021","20XX W IOWA ST","<1.0","<1.0","<1.0","2000 W IOWA ST",c(-77.5194221203788, 40.1121494503996)
"8/21/2018","20XX W IRVING PARK RD","< 1","< 1","< 1","2000 W IRVING PARK RD",c(-77.519421918616, 40.112149453564)
"4/2/2019","20XX W JAMES ST","< 1","1.2","< 1","2000 W JAMES ST",c(-77.519422470291, 40.1121494465359)
"9/30/2018","20XX W JARVIS AVE","< 1","< 1","< 1","2000 W JARVIS AVE",c(-77.5194217006054, 40.1121494555487)
"1/1/2020","20XX W LE MOYNE ST","< 1","< 1","< 1","2000 W LE MOYNE ST",c(-77.5194220827334, 40.1121494502704)
"2/9/2020","20XX W LE MOYNE ST","< 1","< 1","< 1","2000 W LE MOYNE ST",c(-77.5194220827334, 40.1121494502704)
"8/23/2016","20XX W LELAND AVE","< 1","< 1","< 1","2000 W LELAND AVE",c(-77.519421872993, 40.112149453931)
"4/17/2019","20XX W LELAND AVE","< 1","1","1.1","2000 W LELAND AVE",c(-77.519421872993, 40.112149453931)
"2/1/2017","20XX W LUNT AVE","17","<1","<1","2000 W LUNT AVE",c(-77.5194217224857, 40.1121494556526)
"2/28/2017","20XX W LUNT AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W LUNT AVE",c(-77.5194217224857, 40.1121494556526)
"8/26/2018","20XX W LUNT AVE","4.4","4.9","2.6","2000 W LUNT AVE",c(-77.5194217224857, 40.1121494556526)
"5/6/2019","20XX W LUNT AVE","1","< 1","< 1","2000 W LUNT AVE",c(-77.5194217224857, 40.1121494556526)
"12/8/2021","20XX W LUNT AVE","4.4","0.5","<0.5","2000 W LUNT AVE",c(-77.5194217224857, 40.1121494556526)
"4/20/2022","20XX W LUNT AVE","0.8","<0.5","<0.5","2000 W LUNT AVE",c(-77.5194217224857, 40.1121494556526)
"9/26/2016","20XX W MCLEAN AVE","< 1","< 1","< 1","2000 W MCLEAN AVE",c(-77.5194220460862, 40.1121494526706)
"11/5/2018","20XX W MCLEAN AVE","< 1","< 1","< 1","2000 W MCLEAN AVE",c(-77.5194220460862, 40.1121494526706)
"8/12/2019","20XX W MCLEAN AVE","< 1","< 1","< 1","2000 W MCLEAN AVE",c(-77.5194220460862, 40.1121494526706)
"6/9/2021","20XX W MELROSE ST","< 1","< 1","< 1","2000 W MELROSE ST",c(-77.5194219674642, 40.1121494514492)
"7/22/2021","20XX W MELROSE ST","<1.0","<1.0","<1.0","2000 W MELROSE ST",c(-77.5194219674642, 40.1121494514492)
"7/22/2021","20XX W MELROSE ST","<1.0","<1.0","<1.0","2000 W MELROSE ST",c(-77.5194219674642, 40.1121494514492)
"7/26/2021","20XX W MELROSE ST","2.5","2.3","1.9","2000 W MELROSE ST",c(-77.5194219674642, 40.1121494514492)
"4/16/2019","20XX W MOFFAT","20","14","5.2","2000 W MOFFAT",c(-77.5195843716727, 40.1123852974786)
"8/1/2019","20XX W MOFFAT","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W MOFFAT",c(-77.5195843716727, 40.1123852974786)
"12/7/2021","20XX W MOFFAT ST","<0.5","<0.5","<0.5","2000 W MOFFAT ST",c(-77.5194220569455, 40.1121494511103)
"6/23/2018","20XX W MONTROSE AVE","11","5.8","5.4","2000 W MONTROSE AVE",c(-77.5194218919606, 40.1121494523761)
"4/20/2016","20XX W MORSE AVE","1.39","2.04","2.1","2000 W MORSE AVE",c(-77.5194217276522, 40.1121494517235)
"7/23/2019","20XX W MORSE AVE","4.6","4.8","3.2","2000 W MORSE AVE",c(-77.5194217276522, 40.1121494517235)
"5/13/2017","20XX W OHIO ST","< 1","< 1","< 1","2000 W OHIO ST",c(-77.5194221399564, 40.1121494516935)
"3/29/2019","20XX W OHIO ST","< 1","< 1","< 1","2000 W OHIO ST",c(-77.5194221399564, 40.1121494516935)
"11/5/2019","20XX W OHIO ST","6.5","5","1.6","2000 W OHIO ST",c(-77.5194221399564, 40.1121494516935)
"9/17/2020","20XX W OHIO ST","< 1","< 1","< 1","2000 W OHIO ST",c(-77.5194221399564, 40.1121494516935)
"7/7/2021","20XX W Ohio St","4.2","4.4","12","2000 W Ohio St",c(-77.5194221399564, 40.1121494516935)
"2/2/2022","20XX W Ohio St","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W Ohio St",c(-77.5194221399564, 40.1121494516935)
"4/5/2017","20XX W PENSACOLA AVE","3.5","1.2","1.1","2000 W PENSACOLA AVE",c(-77.5194218958098, 40.112149453746)
"1/22/2019","20XX W PENSACOLA AVE","1.5","1.3","< 1","2000 W PENSACOLA AVE",c(-77.5194218958098, 40.112149453746)
"1/4/2020","20XX W PIERCE AVE","< 1","< 1","< 1","2000 W PIERCE AVE",c(-77.5194220787973, 40.1121494522434)
"11/9/2021","20XX W PIERCE AVE","<1.0","<1.0","<1.0","2000 W PIERCE AVE",c(-77.5194220787973, 40.1121494522434)
"1/25/2017","20XX W POTOMAC AVE","1.2","2","2.4","2000 W POTOMAC AVE",c(-77.5194220944217, 40.1121494521073)
"8/18/2018","20XX W POTOMAC AVE","< 1","< 1","< 1","2000 W POTOMAC AVE",c(-77.5194220944217, 40.1121494521073)
"11/28/2018","20XX W POTOMAC AVE","< 1","< 1","< 1","2000 W POTOMAC AVE",c(-77.5194220944217, 40.1121494521073)
"4/9/2019","20XX W POTOMAC AVE","3.3","7.7","3.8","2000 W POTOMAC AVE",c(-77.5194220944217, 40.1121494521073)
"10/3/2019","20XX W POTOMAC AVE","< 1","< 1","< 1","2000 W POTOMAC AVE",c(-77.5194220944217, 40.1121494521073)
"5/7/2020","20XX W POTOMAC AVE","1.2","2.3","1.6","2000 W POTOMAC AVE",c(-77.5194220944217, 40.1121494521073)
"10/20/2018","20XX W RACE AVE","< 1","< 1","< 1","2000 W RACE AVE",c(-77.5194221425451, 40.1121494516631)
"12/6/2019","20XX W RACE AVE","< 1","< 1","< 1","2000 W RACE AVE",c(-77.5194221425451, 40.1121494516631)
"8/8/2018","20XX W RICE ST","4.4","3.7","3.6","2000 W RICE ST",c(-77.5194221235969, 40.1121494503635)
"8/5/2019","20XX W RICE ST","< 1","< 1","< 1","2000 W RICE ST",c(-77.5194221235969, 40.1121494503635)
"8/6/2019","20XX W RICE ST","5.1","5.9","5.1","2000 W RICE ST",c(-77.5194221235969, 40.1121494503635)
"10/31/2021","20XX W RICE ST","<1.0","2.1","6.9","2000 W RICE ST",c(-77.5194221235969, 40.1121494503635)
"7/10/2018","20XX W ROSCOE ST","1.2","4.7","1.9","2000 W ROSCOE ST",c(-77.5194219575649, 40.1121494532233)
"8/11/2019","20XX W ROSCOE ST","6.4","3.9","3.2","2000 W ROSCOE ST",c(-77.5194219575649, 40.1121494532233)
"4/25/2021","20XX W ROSCOE ST","< 1","< 1","< 1","2000 W ROSCOE ST",c(-77.5194219575649, 40.1121494532233)
"9/2/2021","20XX W SAINT PAUL AVE","3.9","3.6","3.1","2000 W SAINT PAUL AVE",c(-77.519422065561, 40.1121494524102)
"12/14/2016","20XX W SHAKESPEARE AVE","3.6","2.2","2.1","2000 W SHAKESPEARE AVE",c(-77.5194220378988, 40.1121494512779)
"8/8/2018","20XX W SHAKESPEARE AVE","2.3","3.8","2.2","2000 W SHAKESPEARE AVE",c(-77.5194220378988, 40.1121494512779)
"7/2/2018","20XX W ST PAUL AVE","< 1","< 1","< 1","2000 W ST PAUL AVE",c(-77.519422065561, 40.1121494524102)
"6/3/2019","20XX W SUMMERDALE","15","18","6","2000 W SUMMERDALE",c(-77.5195843716727, 40.1123852974786)
"11/4/2019","20XX W SUMMERDALE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W SUMMERDALE",c(-77.5195843716727, 40.1123852974786)
"9/2/2018","20XX W SUMMERDALE AVE","< 1","1.3","2.3","2000 W SUMMERDALE AVE",c(-77.5194218306423, 40.1121494542712)
"3/3/2019","20XX W SUMMERDALE AVE","2","< 1","< 1","2000 W SUMMERDALE AVE",c(-77.5194218306423, 40.1121494542712)
"3/20/2019","20XX W SUMMERDALE AVE","3.8","1.4","< 1","2000 W SUMMERDALE AVE",c(-77.5194218306423, 40.1121494542712)
"5/12/2019","20XX W SUMMERDALE AVE","4.4","3.3","1.8","2000 W SUMMERDALE AVE",c(-77.5194218306423, 40.1121494542712)
"6/12/2019","20XX W SUMMERDALE AVE","12","9.2","4.4","2000 W SUMMERDALE AVE",c(-77.5194218306423, 40.1121494542712)
"7/18/2019","20XX W SUMMERDALE AVE","6.4","5.9","3.2","2000 W SUMMERDALE AVE",c(-77.5194218306423, 40.1121494542712)
"6/27/2021","20XX W SUMMERDALE AVE","5.9","4","2.4","2000 W SUMMERDALE AVE",c(-77.5194218306423, 40.1121494542712)
"3/5/2019","20XX W SUNNYSIDE AVE","4","3.2","2.2","2000 W SUNNYSIDE AVE",c(-77.519421886028, 40.1121494538144)
"11/3/2019","20XX W SUNNYSIDE AVE","< 1","< 1","< 1","2000 W SUNNYSIDE AVE",c(-77.519421886028, 40.1121494538144)
"10/19/2016","20XX W SUPERIOR ST","< 1","< 1","< 1","2000 W SUPERIOR ST",c(-77.519422130909, 40.1121494517805)
"1/24/2020","20XX W SUPERIOR ST","< 1","< 1","< 1","2000 W SUPERIOR ST",c(-77.519422130909, 40.1121494517805)
"10/23/2021","20XX W SUPERIOR ST","<1.0","<1.0","<1.0","2000 W SUPERIOR ST",c(-77.519422130909, 40.1121494517805)
"11/29/2021","20XX W SUPERIOR ST","<0.5","<0.5","<0.5","2000 W SUPERIOR ST",c(-77.519422130909, 40.1121494517805)
"9/22/2018","20XX W THOMAS ST","1.2","< 1","< 1","2000 W THOMAS ST",c(-77.5194221074064, 40.1121494519867)
"10/26/2018","20XX W THOMAS ST","8.8","4.8","4.5","2000 W THOMAS ST",c(-77.5194221074064, 40.1121494519867)
"4/17/2019","20XX W THOMAS ST","4.4","14","1.7","2000 W THOMAS ST",c(-77.5194221074064, 40.1121494519867)
"8/26/2019","20XX W THOMAS ST","1.8","3.1","1.6","2000 W THOMAS ST",c(-77.5194221074064, 40.1121494519867)
"1/29/2020","20XX W THOMAS ST","< 1","< 1","< 1","2000 W THOMAS ST",c(-77.5194221074064, 40.1121494519867)
"11/9/2020","20XX W THOMAS ST","5.2","4","3","2000 W THOMAS ST",c(-77.5194221074064, 40.1121494519867)
"8/10/2021","20XX W Thomas St","5.2","28","5.6","2000 W Thomas St",c(-77.5194221074064, 40.1121494519867)
"10/22/2021","20XX W Thomas St","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W Thomas St",c(-77.5194221074064, 40.1121494519867)
"8/9/2021","20XX W THOMAS ST","5.2","28","5.6","2000 W THOMAS ST",c(-77.5194221074064, 40.1121494519867)
"6/12/2018","20XX W WABANSIA AVE","< 1","< 1","< 1","2000 W WABANSIA AVE",c(-77.519422068309, 40.112149452416)
"4/16/2017","20XX W WALTON ST","1.6","< 1","< 1","2000 W WALTON ST",c(-77.5194221171584, 40.1121494518972)
"2/7/2020","20XX W WALTON ST","< 1","< 1","< 1","2000 W WALTON ST",c(-77.5194221171584, 40.1121494518972)
"8/12/2018","20XX W WARNER AVE","< 1","< 1","< 1","2000 W WARNER AVE",c(-77.5194219088569, 40.112149453791)
"3/19/2017","20XX W WAVELAND AVE","14","3.1","2.6","2000 W WAVELAND AVE",c(-77.5194219381363, 40.1121494517144)
"7/24/2017","20XX W WAVELAND AVE","1.8","5.3","2.4","2000 W WAVELAND AVE",c(-77.5194219381363, 40.1121494517144)
"11/19/2018","20XX W WAVELAND AVE","9.7","5","3.8","2000 W WAVELAND AVE",c(-77.5194219381363, 40.1121494517144)
"3/20/2019","20XX W WAVELAND AVE","6.6","2.1","1.9","2000 W WAVELAND AVE",c(-77.5194219381363, 40.1121494517144)
"6/15/2016","20XX W WEBSTER AVE","1.1","3.1","< 1","2000 W WEBSTER AVE",c(-77.5194220358153, 40.1121494526882)
"4/25/2017","20XX W WELLINGTON AVE","< 1","< 1","< 1","2000 W WELLINGTON AVE",c(-77.5194219837549, 40.112149451331)
"7/13/2018","20XX W WELLINGTON AVE","2.9","2.2","2.2","2000 W WELLINGTON AVE",c(-77.5194219837549, 40.112149451331)
"1/22/2019","20XX W WELLINGTON AVE","4.3","3.9","2.1","2000 W WELLINGTON AVE",c(-77.5194219837549, 40.112149451331)
"10/13/2021","20XX W WELLINGTON AVE","14","9","4.7","2000 W WELLINGTON AVE",c(-77.5194219837549, 40.112149451331)
"7/15/2018","20XX W WILLOW ST","100","13","11","2000 W WILLOW ST",c(-77.5194220628624, 40.1121494524605)
"10/17/2018","20XX W WILLOW ST","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2000 W WILLOW ST",c(-77.5194220628624, 40.1121494524605)
"6/12/2019","20XX W WILLOW ST","< 1","< 1","< 1","2000 W WILLOW ST",c(-77.5194220628624, 40.1121494524605)
"8/25/2019","21XX E 100TH ST","7.2","13","3","2100 E 100TH ST",c(-77.5194227938702, 40.112149720127)
"8/26/2019","21XX E 100TH ST","1.9","12","4.1","2100 E 100TH ST",c(-77.5194227938702, 40.112149720127)
